																																																																										
		300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File																																																																			
																																																																										
		Catalogue No	Material	Description	MOQ	Barcode No	Nett Price																																																																			
		2JA959950117	959950117	Interior Lamp Euroled130-T Red/Wht	12	9416325176282	147.11																																																																			
		2JA959950121	959950121	Interior Lamp Euroled130-T Red/Wht	1	9416325170747	159.49																																																																			
		2JA959950127	959950127	Interior Lamp Euroled130-T Red/Wht	12	9416325174639	147.11																																																																			
		2JA959950511	959950511	Interior Lamp Euroled130-T White	1	9416325186236	128.61																																																																			
		2JA959950521	959950521	Interior Lamp Euroled130-T White	1	9416325186205	128.61																																																																			
		2JA959950527	959950527	Interior Lamp Euroled130-T White	12	9416325186212	121.85																																																																			
		2JA959950551	959950551	Interior Lamp Euroled130-T White	1	9416325197195	201.51																																																																			
		2JA959950561	959950561	Interior Lamp Euroled130-T White	1	9416325197188	201.51																																																																			
		2JA959951111	959951111	Interior Lamp Euroled130-T Blue/Wht	1	9416325185680	159.49																																																																			
		2JA959951117	959951117	Interior Lamp Euroled130-T Blue/Wht	12	9416325185697	147.11																																																																			
		2JA959951121	959951121	Interior Lamp Euroled130-T Blue/Wht	1	9416325185710	159.49																																																																			
		2JA980604061	980604061	Interior Lamp Duraled 50 Red/Wht	1	9416325215356	270.8																																																																			
		2JA980608001	980608001	Interior Lamp Duraled 20 White	1	9416325205623	139.7																																																																			
		2JA980608007	980608007	Interior Lamp Duraled 20 White	20	9416325220831	127.36																																																																			
		2JA980629001	980629001	Interior Lamp Duraled 50 White	1	9416325241904	183.2																																																																			
		2JA980629501	980629501	Interior Lamp Duraled 50 White	1	9416325241911	189.48																																																																			
		2JA980630001	980630001	Downlight Euroled150-T Red/Wht	1	9416325211419	159.49																																																																			
		2JA980630007	980630007	Downlight Euroled150-T Red/Wht	10	9416325215776	130.05																																																																			
		2JA980630011	980630011	Downlight Euroled150-T Red/Wht	1	9416325211426	179.11																																																																			
		2JA980630101	980630101	Downlight Euroled150-T Red/Wwht	1	9416325211372	159.49																																																																			
		2JA980630111	980630111	Downlight Euroled150-T Red/Wwht	1	9416325211402	179.11																																																																			
		2JA980630201	980630201	Downlight Euroled150-T Blue/Wht	1	9416325217558	159.49																																																																			
		2JA980630211	980630211	Lamp Downlight Euroled150-T Blue/Wh	1	9416325217565	179.11																																																																			
		2JA980630501	980630501	Downlight Euroled150-T White	1	9416325211297	128.61																																																																			
